startTime,endTime,day_night_max_duration,day_night_avg_duration,day_max_duration,day_avg_duration,night_max_duration,night_avg_duration,day_trip_count,night_trip_count,all_trip_count,Motion-Toilet,Motion-Sink,Motion-Area,Wake-Up-Hr,Wake-Up-Minute,Sleep-Hr,Sleep-Minute,Date,UTILabel
2017-12-04 00:01:06.077955,2017-12-04 21:11:08.732413,5.85,2.8666666666666667,5.85,2.8666666666666667,,,7,0,7,44,33,92,7,11,21,1,2017-12-04,0
2017-12-05 02:14:36.424575,2017-12-05 23:17:40.395359,13.433333333333334,3.697619047619048,13.433333333333334,3.697619047619048,,,7,0,7,43,37,82,7,40,22,6,2017-12-05,0
2017-12-06 04:17:30.605614,2017-12-06 22:01:51.790508,3.633333333333333,1.0884615384615386,3.633333333333333,1.0884615384615386,,,13,0,13,23,33,52,8,5,21,0,2017-12-06,0
2017-12-07 01:13:28.575581,2017-12-07 23:23:58.691679,9.15,5.5,9.15,5.5,,,5,0,5,78,49,103,8,1,21,0,2017-12-07,0
2017-12-08 01:10:02.753700,2017-12-08 23:47:51.946084,8.516666666666667,3.888888888888889,8.516666666666667,3.888888888888889,,,6,0,6,35,42,86,8,37,21,25,2017-12-08,0
2017-12-09 00:35:13.911556,2017-12-09 22:49:09.587830,2.683333333333333,1.3916666666666666,2.683333333333333,1.3916666666666666,,,4,0,4,10,24,31,7,19,21,47,2017-12-09,0
2017-12-10 00:54:27.094710,2017-12-10 23:20:55.544226,35.06666666666667,4.825,35.06666666666667,4.825,,,12,0,12,59,52,124,8,46,21,52,2017-12-10,0
2017-12-11 00:57:20.713269,2017-12-11 22:58:27.875471,4.1,1.5523809523809522,4.1,1.5523809523809522,,,7,0,7,12,39,58,8,33,21,28,2017-12-11,0
2017-12-12 00:56:26.518913,2017-12-12 22:52:16.507679,5.466666666666667,4.166666666666667,5.466666666666667,4.166666666666667,,,2,0,2,16,26,35,7,22,22,24,2017-12-12,0
2017-12-13 03:52:58.170506,2017-12-13 22:42:19.432888,4.233333333333333,2.566666666666667,4.233333333333333,2.566666666666667,,,2,0,2,10,19,30,6,14,21,34,2017-12-13,0
2017-12-14 00:54:55.722357,2017-12-14 21:37:47.179162,6.35,1.9047619047619049,6.35,1.9047619047619049,,,7,0,7,32,38,56,8,8,21,36,2017-12-14,0
2017-12-15 02:21:55.775497,2017-12-15 21:39:37.738794,1.85,1.5833333333333337,1.85,1.5833333333333337,,,2,0,2,6,19,20,7,44,21,2,2017-12-15,0
2017-12-16 00:40:38.285362,2017-12-16 23:42:23.657269,8.583333333333334,2.380952380952381,8.583333333333334,2.380952380952381,,,14,0,14,43,61,101,6,57,23,42,2017-12-16,0
2017-12-17 00:09:21.772695,2017-12-17 21:43:54.403357,35.56666666666667,6.752777777777779,35.56666666666667,6.752777777777779,,,6,0,6,87,39,194,7,59,21,45,2017-12-17,0
2017-12-18 00:05:01.631331,2017-12-18 23:48:47.310457,3.583333333333333,1.245,3.583333333333333,1.245,,,10,0,10,24,33,60,7,5,22,16,2017-12-18,0
